riskAllele	pValue	pValueAnnotation	riskFrequency	orValue	beta	ci	mappedGenes	traitName	efoTraits	bgTraits	accessionId	locations	pubmedId	author
rs9900212-T	4E-8	-	NR	-	"0.069853 unit decrease"	[0.045-0.095]	ASIC2	"BMI (standard GWA)"	"body mass index"	-	GCST90267268	17:33894144	37106081	"Schoeler T"
rs7774-A	7E-10	-	NR	-	"0.084492 unit increase"	[0.058-0.111]	MINK1,CHRNE	"BMI (standard GWA)"	"body mass index"	-	GCST90267268	17:4897868	37106081	"Schoeler T"
rs11150865-T	1E-8	-	NR	-	"0.084105 unit decrease"	[0.055-0.113]	RPTOR	"BMI (standard GWA)"	"body mass index"	-	GCST90267268	17:80573633	37106081	"Schoeler T"
rs35761930-T	4E-8	-	NR	-	"0.090074 unit increase"	[0.058-0.122]	CEP192,LDLRAD4	"BMI (standard GWA)"	"body mass index"	-	GCST90267268	18:13182326	37106081	"Schoeler T"
rs11081818-A	2E-8	-	NR	-	"0.070259 unit increase"	[0.046-0.095]	ASXL3	"BMI (standard GWA)"	"body mass index"	-	GCST90267268	18:33671124	37106081	"Schoeler T"
rs12961563-A	4E-8	-	NR	-	"0.10552 unit increase"	[0.068-0.143]	PIK3C3,NPM1P1	"BMI (standard GWA)"	"body mass index"	-	GCST90267268	18:41950846	37106081	"Schoeler T"
rs72989246-T	8E-15	-	NR	-	"0.15197 unit increase"	[0.11-0.19]	RNU6-567P,LINC03111	"BMI (standard GWA)"	"body mass index"	-	GCST90267268	18:60053966	37106081	"Schoeler T"
rs11876242-T	4E-8	-	NR	-	"0.13724 unit decrease"	[0.088-0.186]	RNU4-17P,MC4R	"BMI (standard GWA)"	"body mass index"	-	GCST90267268	18:60206517	37106081	"Schoeler T"
rs9946862-A	1E-18	-	NR	-	"0.25345 unit decrease"	[0.2-0.31]	MRPS5P4,MC4R	"BMI (standard GWA)"	"body mass index"	-	GCST90267268	18:60414949	37106081	"Schoeler T"
rs892511-G	3E-9	-	NR	-	"0.22944 unit increase"	[0.15-0.31]	GPR61,AMIGO1	"BMI (standard GWA)"	"body mass index"	-	GCST90267268	1:109535633	37106081	"Schoeler T"
rs12459368-G	4E-8	-	NR	-	"0.077479 unit decrease"	[0.05-0.105]	PGPEP1	"BMI (standard GWA)"	"body mass index"	-	GCST90267268	19:18348567	37106081	"Schoeler T"
rs2003476-C	4E-13	-	NR	-	"0.093302 unit decrease"	[0.068-0.119]	CRTC1	"BMI (standard GWA)"	"body mass index"	-	GCST90267268	19:18695858	37106081	"Schoeler T"
rs56352336-C	2E-9	-	NR	-	"0.10626 unit decrease"	[0.072-0.141]	NCAN	"BMI (standard GWA)"	"body mass index"	-	GCST90267268	19:19241346	37106081	"Schoeler T"
rs62129498-A	2E-8	-	NR	-	"0.10495 unit decrease"	[0.068-0.142]	BTBD2,CSNK1G2	"BMI (standard GWA)"	"body mass index"	-	GCST90267268	19:1982682	37106081	"Schoeler T"
rs12461902-A	5E-12	-	NR	-	"0.093413 unit increase"	[0.067-0.12]	C19orf12,CCNE1	"BMI (standard GWA)"	"body mass index"	-	GCST90267268	19:29774328	37106081	"Schoeler T"
rs55837899-A	4E-8	-	NR	-	"0.095005 unit decrease"	[0.061-0.129]	PIAS4	"BMI (standard GWA)"	"body mass index"	-	GCST90267268	19:4034156	37106081	"Schoeler T"
rs6857-T	1E-9	-	NR	-	"0.10082 unit decrease"	[0.068-0.133]	NECTIN2	"BMI (standard GWA)"	"body mass index"	-	GCST90267268	19:44888997	37106081	"Schoeler T"
rs61373376-T	1E-13	-	NR	-	"0.12868 unit decrease"	[0.095-0.163]	GIPR	"BMI (standard GWA)"	"body mass index"	-	GCST90267268	19:45680328	37106081	"Schoeler T"
rs3827031-T	5E-9	-	NR	-	"0.080683 unit decrease"	[0.054-0.108]	LINC01524,ZFP64	"BMI (standard GWA)"	"body mass index"	-	GCST90267268	20:52192674	37106081	"Schoeler T"
rs6010675-C	2E-8	-	NR	-	"0.15545 unit decrease"	[0.1-0.21]	C20orf181,ZBTB46	"BMI (standard GWA)"	"body mass index"	-	GCST90267268	20:63837373	37106081	"Schoeler T"
rs79585412-C	1E-11	-	NR	-	"0.18239 unit decrease"	[0.13-0.24]	SSR4P1	"BMI (standard GWA)"	"body mass index"	-	GCST90267268	21:45067815	37106081	"Schoeler T"
rs1807579-C	1E-8	-	NR	-	"0.089313 unit decrease"	[0.058-0.12]	TNRC6B	"BMI (standard GWA)"	"body mass index"	-	GCST90267268	22:40132216	37106081	"Schoeler T"
rs4665896-C	6E-9	-	NR	-	"0.0728 unit increase"	[0.048-0.097]	KCNK3	"BMI (standard GWA)"	"body mass index"	-	GCST90267268	2:26720249	37106081	"Schoeler T"
rs74495980-G	2E-20	-	NR	-	"0.30229 unit decrease"	[0.24-0.37]	LINC01865	"BMI (standard GWA)"	"body mass index"	-	GCST90267268	2:375873	37106081	"Schoeler T"
rs4854306-G	5E-10	-	NR	-	"0.091503 unit increase"	[0.063-0.12]	LINC01865,LINC01874	"BMI (standard GWA)"	"body mass index"	-	GCST90267268	2:433274	37106081	"Schoeler T"
rs6545700-A	1E-11	-	NR	-	"0.086228 unit decrease"	[0.061-0.111]	LINC01122	"BMI (standard GWA)"	"body mass index"	-	GCST90267268	2:58799252	37106081	"Schoeler T"
rs9846252-C	5E-8	-	NR	-	"0.068509 unit increase"	[0.044-0.093]	LINC02008	"BMI (standard GWA)"	"body mass index"	-	GCST90267268	3:82462096	37106081	"Schoeler T"
rs62252504-T	6E-12	-	NR	-	"0.089127 unit decrease"	[0.064-0.115]	CADM2	"BMI (standard GWA)"	"body mass index"	-	GCST90267268	3:85532620	37106081	"Schoeler T"
rs8178610-T	3E-8	-	NR	-	"0.070038 unit decrease"	[0.045-0.095]	PROS1	"BMI (standard GWA)"	"body mass index"	-	GCST90267268	3:93927552	37106081	"Schoeler T"
rs17042068-G	5E-8	-	NR	-	"0.081953 unit increase"	[0.053-0.111]	FSTL5	"BMI (standard GWA)"	"body mass index"	-	GCST90267268	4:162144162	37106081	"Schoeler T"
rs13147429-C	3E-8	-	NR	-	"0.069806 unit increase"	[0.045-0.094]	FAM193A	"BMI (standard GWA)"	"body mass index"	-	GCST90267268	4:2540817	37106081	"Schoeler T"
rs35851183-G	4E-9	-	NR	-	"0.077116 unit increase"	[0.051-0.103]	LINC02469,PCAT4	"BMI (standard GWA)"	"body mass index"	-	GCST90267268	4:79796028	37106081	"Schoeler T"
rs1582931-A	5E-8	-	NR	-	"0.069953 unit decrease"	[0.045-0.095]	CEP120,PRDM6	"BMI (standard GWA)"	"body mass index"	-	GCST90267268	5:123321505	37106081	"Schoeler T"
rs11743471-T	4E-8	-	NR	-	"0.068875 unit decrease"	[0.044-0.094]	GRIA1	"BMI (standard GWA)"	"body mass index"	-	GCST90267268	5:153720323	37106081	"Schoeler T"
rs1946265-A	2E-8	-	NR	-	"0.073702 unit decrease"	[0.048-0.1]	RNA5SP182,HMGB1P47	"BMI (standard GWA)"	"body mass index"	-	GCST90267268	5:51544602	37106081	"Schoeler T"
rs9293637-T	2E-9	-	NR	-	"0.075247 unit increase"	[0.051-0.1]	RPL27AP5,FAM169A-AS1	"BMI (standard GWA)"	"body mass index"	-	GCST90267268	5:74962739	37106081	"Schoeler T"
rs28780086-G	6E-9	-	NR	-	"0.24407 unit increase"	[0.16-0.33]	TRIM40	"BMI (standard GWA)"	"body mass index"	-	GCST90267268	6:30137377	37106081	"Schoeler T"
rs2857597-T	3E-15	-	NR	-	"0.1101 unit decrease"	[0.083-0.137]	AIF1,PRRC2A	"BMI (standard GWA)"	"body mass index"	-	GCST90267268	6:31617223	37106081	"Schoeler T"
rs2033531-C	6E-11	-	NR	-	"0.083583 unit increase"	[0.059-0.109]	TDRG1,LINC00951	"BMI (standard GWA)"	"body mass index"	-	GCST90267268	6:40380156	37106081	"Schoeler T"
rs390192-A	3E-9	-	NR	-	"0.075259 unit increase"	[0.05-0.1]	UBE3D,TPBG	"BMI (standard GWA)"	"body mass index"	-	GCST90267268	6:82649418	37106081	"Schoeler T"
rs215605-G	2E-8	-	NR	-	"0.072244 unit increase"	[0.047-0.098]	PDE1C	"BMI (standard GWA)"	"body mass index"	-	GCST90267268	7:32297353	37106081	"Schoeler T"
rs799442-G	8E-11	-	NR	-	"0.086503 unit decrease"	[0.06-0.113]	ZMIZ2,OGDH	"BMI (standard GWA)"	"body mass index"	-	GCST90267268	7:44728822	37106081	"Schoeler T"
rs6989260-C	3E-8	-	NR	-	"0.079209 unit decrease"	[0.051-0.107]	RRS1-DT	"BMI (standard GWA)"	"body mass index"	-	GCST90267268	8:66281900	37106081	"Schoeler T"
rs11986009-T	6E-9	-	NR	-	"0.080637 unit decrease"	[0.053-0.108]	VIRMA-DT	"BMI (standard GWA)"	"body mass index"	-	GCST90267268	8:94556299	37106081	"Schoeler T"
rs1874109-A	3E-8	-	NR	-	"0.072025 unit increase"	[0.046-0.098]	FREM1	"BMI (standard GWA)"	"body mass index"	-	GCST90267268	9:14770582	37106081	"Schoeler T"
rs845085-A	2E-8	-	NR	-	"0.071544 unit decrease"	[0.047-0.096]	LINC02641	"BMI (standard GWA)"	"body mass index"	-	GCST90267268	10:123458380	37106081	"Schoeler T"
rs7093729-A	3E-8	-	NR	-	"0.075091 unit decrease"	[0.049-0.102]	RSU1	"BMI (standard GWA)"	"body mass index"	-	GCST90267268	10:16701366	37106081	"Schoeler T"
rs2245310-A	4E-8	-	NR	-	"0.073897 unit decrease"	[0.048-0.1]	HECTD2-AS1,PCGF5	"BMI (standard GWA)"	"body mass index"	-	GCST90267268	10:91300592	37106081	"Schoeler T"
rs11512674-T	2E-8	-	NR	-	"0.12127 unit decrease"	[0.079-0.164]	SPATA19,IGSF9B	"BMI (standard GWA)"	"body mass index"	-	GCST90267268	11:133873239	37106081	"Schoeler T"
rs11600468-A	2E-8	-	NR	-	"0.091928 unit decrease"	[0.06-0.124]	B3GAT1-DT,LINC02706	"BMI (standard GWA)"	"body mass index"	-	GCST90267268	11:134615098	37106081	"Schoeler T"
rs2169357-T	3E-6	-	NR	-	"0.13397 unit increase"	[0.078-0.19]	SMG6	"BMI (weighted GWA)"	"body mass index"	-	GCST90267269	17:2193147	37106081	"Schoeler T"
rs11081818-A	3E-6	-	NR	-	"0.1276 unit increase"	[0.074-0.181]	ASXL3	"BMI (weighted GWA)"	"body mass index"	-	GCST90267269	18:33671124	37106081	"Schoeler T"
rs9946862-A	2E-6	-	NR	-	"0.31118 unit decrease"	[0.18-0.44]	MRPS5P4,MC4R	"BMI (weighted GWA)"	"body mass index"	-	GCST90267269	18:60414949	37106081	"Schoeler T"
rs62129498-A	5E-6	-	NR	-	"0.1834 unit decrease"	[0.1-0.26]	BTBD2,CSNK1G2	"BMI (weighted GWA)"	"body mass index"	-	GCST90267269	19:1982682	37106081	"Schoeler T"
rs61373376-T	5E-7	-	NR	-	"0.18577 unit decrease"	[0.11-0.26]	GIPR	"BMI (weighted GWA)"	"body mass index"	-	GCST90267269	19:45680328	37106081	"Schoeler T"
rs74495980-G	2E-9	-	NR	-	"0.43886 unit decrease"	[0.3-0.58]	LINC01865	"BMI (weighted GWA)"	"body mass index"	-	GCST90267269	2:375873	37106081	"Schoeler T"
rs11512674-T	1E-6	-	NR	-	"0.21508 unit decrease"	[0.13-0.3]	SPATA19,IGSF9B	"BMI (weighted GWA)"	"body mass index"	-	GCST90267269	11:133873239	37106081	"Schoeler T"
rs12928335-T	3E-7	-	NR	-	"0.23227 unit decrease"	[0.14-0.32]	RPGRIP1L,AKTIP	"BMI (weighted GWA)"	"body mass index"	-	GCST90267269	16:53580834	37106081	"Schoeler T"
rs6117348-C	2E-7	-	NR	-	"0.15061 unit decrease"	[0.094-0.207]	CASC20,LINC01713	"BMI (weighted GWA)"	"body mass index"	-	GCST90267269	20:6584272	37106081	"Schoeler T"
rs892511-G	1E-6	-	NR	-	"0.40208 unit increase"	[0.24-0.56]	GPR61,AMIGO1	"BMI (weighted GWA)"	"body mass index"	-	GCST90267269	1:109535633	37106081	"Schoeler T"
rs76847828-G	8E-7	-	NR	-	"0.25719 unit decrease"	[0.15-0.36]	TMEM18	"BMI (weighted GWA)"	"body mass index"	-	GCST90267269	2:666466	37106081	"Schoeler T"
rs7715256-G	2E-6	-	NR	-	"0.13154 unit increase"	[0.077-0.186]	MFAP3	"BMI (weighted GWA)"	"body mass index"	-	GCST90267269	5:154158333	37106081	"Schoeler T"
rs472576-C	8E-6	-	NR	-	"0.1204 unit increase"	[0.068-0.173]	CRTAC1	"BMI (weighted GWA)"	"body mass index"	-	GCST90267269	10:97935213	37106081	"Schoeler T"
rs11030003-C	7E-6	-	NR	-	"0.13422 unit increase"	[0.076-0.193]	LGR4	"BMI (weighted GWA)"	"body mass index"	-	GCST90267269	11:27434035	37106081	"Schoeler T"
rs61930810-C	6E-6	-	NR	-	"0.22793 unit decrease"	[0.13-0.33]	HAUS8P1,RBM19	"BMI (weighted GWA)"	"body mass index"	-	GCST90267269	12:114096867	37106081	"Schoeler T"
rs144713920-G	2E-6	-	NR	-	"0.28785 unit decrease"	[0.17-0.41]	BCL7A	"BMI (weighted GWA)"	"body mass index"	-	GCST90267269	12:122047483	37106081	"Schoeler T"
rs8015400-C	7E-8	-	NR	-	"0.1558 unit decrease"	[0.099-0.212]	OR7K1P,LINC02306	"BMI (weighted GWA)"	"body mass index"	-	GCST90267269	14:25461782	37106081	"Schoeler T"
rs73612011-G	3E-7	-	NR	-	"0.26403 unit decrease"	[0.16-0.36]	FTO	"BMI (weighted GWA)"	"body mass index"	-	GCST90267269	16:53775949	37106081	"Schoeler T"
rs4783718-T	3E-6	-	NR	-	"0.13245 unit increase"	[0.077-0.188]	NFAT5,CYB5B	"BMI (weighted GWA)"	"body mass index"	-	GCST90267269	16:69513838	37106081	"Schoeler T"
rs7195386-T	2E-8	-	NR	-	"0.070088 unit increase"	[0.045-0.095]	RBBP6	"BMI (standard GWA)"	"body mass index"	-	GCST90267268	16:24567137	37106081	"Schoeler T"
rs61764202-T	9E-12	-	NR	-	"0.091612 unit decrease"	[0.065-0.118]	MAPK3	"BMI (standard GWA)"	"body mass index"	-	GCST90267268	16:30123358	37106081	"Schoeler T"
rs8046007-C	3E-8	-	NR	-	"0.069641 unit decrease"	[0.045-0.094]	ADCY9	"BMI (standard GWA)"	"body mass index"	-	GCST90267268	16:3955520	37106081	"Schoeler T"
rs73612011-G	3E-8	-	NR	-	"0.14511 unit decrease"	[0.094-0.196]	FTO	"BMI (standard GWA)"	"body mass index"	-	GCST90267268	16:53775949	37106081	"Schoeler T"
rs78801969-T	4E-8	-	NR	-	"0.097994 unit decrease"	[0.063-0.133]	PPIAP48,LINC02165	"BMI (standard GWA)"	"body mass index"	-	GCST90267268	16:64673301	37106081	"Schoeler T"
rs4783718-T	5E-16	-	NR	-	"0.10702 unit increase"	[0.081-0.133]	NFAT5,CYB5B	"BMI (standard GWA)"	"body mass index"	-	GCST90267268	16:69513838	37106081	"Schoeler T"
rs55703408-T	5E-8	-	NR	-	"0.068336 unit decrease"	[0.044-0.093]	ZNHIT3,TBC1D3JP	"BMI (standard GWA)"	"body mass index"	-	GCST90267268	17:36475373	37106081	"Schoeler T"
rs66866087-T	4E-8	-	NR	-	"0.076064 unit decrease"	[0.049-0.103]	TTLL6	"BMI (standard GWA)"	"body mass index"	-	GCST90267268	17:48771961	37106081	"Schoeler T"
rs11650220-G	3E-10	-	NR	-	"0.086616 unit increase"	[0.06-0.114]	BPTF,RPL17P41	"BMI (standard GWA)"	"body mass index"	-	GCST90267268	17:67804024	37106081	"Schoeler T"
rs12151205-T	4E-9	-	NR	-	"0.07665 unit decrease"	[0.051-0.102]	ATP8B3	"BMI (standard GWA)"	"body mass index"	-	GCST90267268	19:1808570	37106081	"Schoeler T"
rs12609885-C	3E-12	-	NR	-	"0.1425 unit decrease"	[0.1-0.18]	NPAS1	"BMI (standard GWA)"	"body mass index"	-	GCST90267268	19:47041770	37106081	"Schoeler T"
rs947088-G	1E-8	-	NR	-	"0.079615 unit decrease"	[0.052-0.107]	RNU6-27P,RNU1-131P	"BMI (standard GWA)"	"body mass index"	-	GCST90267268	20:17190728	37106081	"Schoeler T"
rs10185199-A	6E-7	-	NR	-	"0.15977 unit decrease"	[0.097-0.222]	SLC8A1-AS1	"BMI (weighted GWA)"	"body mass index"	-	GCST90267269	2:40055062	37106081	"Schoeler T"
rs764975-G	9E-6	-	NR	-	"0.12324 unit decrease"	[0.069-0.178]	LINC01122	"BMI (weighted GWA)"	"body mass index"	-	GCST90267269	2:58534464	37106081	"Schoeler T"
rs78862061-G	9E-10	-	NR	-	"0.21559 unit decrease"	[0.15-0.28]	NMRAL2P	"BMI (weighted GWA)"	"body mass index"	-	GCST90267269	3:186009040	37106081	"Schoeler T"
rs56203712-G	2E-8	-	NR	-	"0.18646 unit decrease"	[0.12-0.25]	ZCCHC4	"BMI (weighted GWA)"	"body mass index"	-	GCST90267269	4:25340984	37106081	"Schoeler T"
rs11948659-A	7E-10	-	NR	-	"0.18705 unit decrease"	[0.13-0.25]	LINC02488,TMEM161B	"BMI (weighted GWA)"	"body mass index"	-	GCST90267269	5:88144680	37106081	"Schoeler T"
rs13163173-A	5E-7	-	NR	-	"0.19088 unit increase"	[0.12-0.27]	MIR9-2HG	"BMI (weighted GWA)"	"body mass index"	-	GCST90267269	5:88647802	37106081	"Schoeler T"
rs261985-A	7E-7	-	NR	-	"0.13913 unit increase"	[0.084-0.194]	CAST	"BMI (weighted GWA)"	"body mass index"	-	GCST90267269	5:96507283	37106081	"Schoeler T"
rs17155888-A	8E-6	-	NR	-	"0.12373 unit increase"	[0.069-0.178]	RELN	"BMI (weighted GWA)"	"body mass index"	-	GCST90267269	7:103775848	37106081	"Schoeler T"
rs7788008-A	3E-6	-	NR	-	"0.12708 unit decrease"	[0.074-0.181]	PPP1R3A,SMIM30	"BMI (weighted GWA)"	"body mass index"	-	GCST90267269	7:113332428	37106081	"Schoeler T"
rs1167821-T	4E-6	-	NR	-	"0.12764 unit increase"	[0.074-0.182]	PMS2P3	"BMI (weighted GWA)"	"body mass index"	-	GCST90267269	7:75520983	37106081	"Schoeler T"
rs2980436-A	1E-5	-	NR	-	"0.11867 unit increase"	[0.066-0.171]	FAM86B3P,FAM85B	"BMI (weighted GWA)"	"body mass index"	-	GCST90267269	8:8234503	37106081	"Schoeler T"
rs2720293-G	1E-6	-	NR	-	"0.15486 unit increase"	[0.093-0.217]	NCKAP5L,LSM6P2	"BMI (weighted GWA)"	"body mass index"	-	GCST90267269	12:49781597	37106081	"Schoeler T"
rs17675363-G	6E-6	-	NR	-	"0.12651 unit decrease"	[0.072-0.181]	RPL10L,LINC00871	"BMI (weighted GWA)"	"body mass index"	-	GCST90267269	14:46631289	37106081	"Schoeler T"
rs187439826-T	5E-8	-	NR	-	"0.19285 unit decrease"	[0.12-0.26]	LINC00845	"BMI (standard GWA)"	"body mass index"	-	GCST90267268	10:61127282	37106081	"Schoeler T"
rs75499335-T	5E-8	-	NR	-	"0.15752 unit increase"	[0.1-0.21]	GRID1	"BMI (standard GWA)"	"body mass index"	-	GCST90267268	10:85653183	37106081	"Schoeler T"
rs472576-C	2E-12	-	NR	-	"0.090835 unit increase"	[0.066-0.116]	CRTAC1	"BMI (standard GWA)"	"body mass index"	-	GCST90267268	10:97935213	37106081	"Schoeler T"
rs10892870-G	4E-8	-	NR	-	"0.070519 unit increase"	[0.045-0.096]	UBASH3B,GLULP3	"BMI (standard GWA)"	"body mass index"	-	GCST90267268	11:122647095	37106081	"Schoeler T"
rs7925214-C	2E-8	-	NR	-	"0.071327 unit decrease"	[0.046-0.096]	RN7SL167P,SNX19	"BMI (standard GWA)"	"body mass index"	-	GCST90267268	11:130924358	37106081	"Schoeler T"
rs11030003-C	2E-13	-	NR	-	"0.10023 unit increase"	[0.073-0.127]	LGR4	"BMI (standard GWA)"	"body mass index"	-	GCST90267268	11:27434035	37106081	"Schoeler T"
rs491711-C	4E-8	-	NR	-	"0.074807 unit decrease"	[0.048-0.102]	LINC02742	"BMI (standard GWA)"	"body mass index"	-	GCST90267268	11:28720673	37106081	"Schoeler T"
rs2679059-A	2E-10	-	NR	-	"0.081522 unit increase"	[0.056-0.107]	MIR670HG	"BMI (standard GWA)"	"body mass index"	-	GCST90267268	11:43578241	37106081	"Schoeler T"
rs35677603-T	4E-8	-	NR	-	"0.074152 unit increase"	[0.048-0.101]	ACP2	"BMI (standard GWA)"	"body mass index"	-	GCST90267268	11:47246759	37106081	"Schoeler T"
rs10902223-C	4E-8	-	NR	-	"0.069264 unit decrease"	[0.045-0.094]	PNPLA2,RPLP2	"BMI (standard GWA)"	"body mass index"	-	GCST90267268	11:817786	37106081	"Schoeler T"
rs10898320-C	4E-8	-	NR	-	"0.069204 unit increase"	[0.045-0.094]	DLG2	"BMI (standard GWA)"	"body mass index"	-	GCST90267268	11:84902813	37106081	"Schoeler T"
rs2139555-C	2E-9	-	NR	-	"0.07617 unit increase"	[0.051-0.101]	C12orf42-AS1,C12orf42	"BMI (standard GWA)"	"body mass index"	-	GCST90267268	12:103233345	37106081	"Schoeler T"
rs61930810-C	2E-8	-	NR	-	"0.14049 unit decrease"	[0.091-0.19]	HAUS8P1,RBM19	"BMI (standard GWA)"	"body mass index"	-	GCST90267268	12:114096867	37106081	"Schoeler T"
rs144713920-G	8E-9	-	NR	-	"0.16785 unit decrease"	[0.11-0.22]	BCL7A	"BMI (standard GWA)"	"body mass index"	-	GCST90267268	12:122047483	37106081	"Schoeler T"
rs7308320-C	5E-9	-	NR	-	"0.085357 unit increase"	[0.057-0.114]	WNK1	"BMI (standard GWA)"	"body mass index"	-	GCST90267268	12:784447	37106081	"Schoeler T"
rs9507889-A	3E-8	-	NR	-	"0.075101 unit decrease"	[0.049-0.102]	GTF3A,LINC01079	"BMI (standard GWA)"	"body mass index"	-	GCST90267268	13:27409987	37106081	"Schoeler T"
rs1928496-C	1E-10	-	NR	-	"0.09177 unit decrease"	[0.064-0.12]	HMGB1,UBE2L5	"BMI (standard GWA)"	"body mass index"	-	GCST90267268	13:30438767	37106081	"Schoeler T"
rs8015400-C	2E-14	-	NR	-	"0.10237 unit decrease"	[0.076-0.129]	OR7K1P,LINC02306	"BMI (standard GWA)"	"body mass index"	-	GCST90267268	14:25461782	37106081	"Schoeler T"
rs1152428-A	4E-9	-	NR	-	"0.079488 unit decrease"	[0.053-0.106]	RPS6KA5	"BMI (standard GWA)"	"body mass index"	-	GCST90267268	14:90904027	37106081	"Schoeler T"
rs2570237-C	4E-8	-	NR	-	"0.069222 unit decrease"	[0.045-0.094]	TMOD3	"BMI (standard GWA)"	"body mass index"	-	GCST90267268	15:51836683	37106081	"Schoeler T"
rs10459647-T	4E-8	-	NR	-	"0.071688 unit decrease"	[0.046-0.097]	BBS4,ADPGK	"BMI (standard GWA)"	"body mass index"	-	GCST90267268	15:72742900	37106081	"Schoeler T"
rs12148513-T	4E-8	-	NR	-	"0.071909 unit increase"	[0.046-0.098]	COX5A	"BMI (standard GWA)"	"body mass index"	-	GCST90267268	15:74929884	37106081	"Schoeler T"
rs62009152-C	9E-11	-	NR	-	"0.092875 unit decrease"	[0.065-0.121]	LINGO1	"BMI (standard GWA)"	"body mass index"	-	GCST90267268	15:77708669	37106081	"Schoeler T"
rs7176675-T	4E-8	-	NR	-	"0.071438 unit increase"	[0.046-0.097]	LINC02852,LETR1	"BMI (standard GWA)"	"body mass index"	-	GCST90267268	15:94714727	37106081	"Schoeler T"
rs4782295-A	4E-8	-	NR	-	"0.10174 unit decrease"	[0.065-0.138]	GPRC5B	"BMI (standard GWA)"	"body mass index"	-	GCST90267268	16:19862690	37106081	"Schoeler T"
rs1006896-C	1E-9	-	NR	-	"0.11982 unit decrease"	[0.081-0.158]	CGGBP1	"BMI (standard GWA)"	"body mass index"	-	GCST90267268	3:88055261	37106081	"Schoeler T"
rs4398538-T	4E-8	-	NR	-	"0.07222 unit increase"	[0.047-0.098]	LINC02465,LINC02466	"BMI (standard GWA)"	"body mass index"	-	GCST90267268	4:129803585	37106081	"Schoeler T"
rs10018743-A	2E-12	-	NR	-	"0.092286 unit increase"	[0.067-0.118]	TERF1P3,RNU1-89P	"BMI (standard GWA)"	"body mass index"	-	GCST90267268	4:136051386	37106081	"Schoeler T"
rs4132132-C	3E-8	-	NR	-	"0.071415 unit increase"	[0.046-0.097]	PCDH7	"BMI (standard GWA)"	"body mass index"	-	GCST90267268	4:30999679	37106081	"Schoeler T"
rs4488965-C	6E-11	-	NR	-	"0.082012 unit increase"	[0.057-0.107]	PRDX4P1,THAP12P9	"BMI (standard GWA)"	"body mass index"	-	GCST90267268	4:45066912	37106081	"Schoeler T"
rs4860797-G	9E-9	-	NR	-	"0.074245 unit increase"	[0.049-0.1]	RNU1-63P,RNU6-699P	"BMI (standard GWA)"	"body mass index"	-	GCST90267268	4:66935416	37106081	"Schoeler T"
rs7715256-G	1E-8	-	NR	-	"0.07225 unit increase"	[0.047-0.097]	MFAP3	"BMI (standard GWA)"	"body mass index"	-	GCST90267268	5:154158333	37106081	"Schoeler T"
rs11745293-T	2E-8	-	NR	-	"0.099865 unit decrease"	[0.065-0.135]	RANBP17,GABRP	"BMI (standard GWA)"	"body mass index"	-	GCST90267268	5:170836359	37106081	"Schoeler T"
rs12109333-C	5E-8	-	NR	-	"0.075964 unit decrease"	[0.049-0.103]	PURPL,CDH9	"BMI (standard GWA)"	"body mass index"	-	GCST90267268	5:27166553	37106081	"Schoeler T"
rs2328887-T	3E-8	-	NR	-	"0.11428 unit increase"	[0.074-0.155]	CARMIL1,CMAHP	"BMI (standard GWA)"	"body mass index"	-	GCST90267268	6:25429921	37106081	"Schoeler T"
rs12200941-G	5E-8	-	NR	-	"0.081877 unit decrease"	[0.053-0.111]	PACSIN1,RPS10-NUDT3	"BMI (standard GWA)"	"body mass index"	-	GCST90267268	6:34452793	37106081	"Schoeler T"
rs60385456-C	2E-9	-	NR	-	"0.12125 unit increase"	[0.082-0.161]	SPDEF	"BMI (standard GWA)"	"body mass index"	-	GCST90267268	6:34538620	37106081	"Schoeler T"
rs1492613-T	6E-9	-	NR	-	"0.11139 unit increase"	[0.074-0.149]	DEFB112,TFAP2D	"BMI (standard GWA)"	"body mass index"	-	GCST90267268	6:50378762	37106081	"Schoeler T"
rs72885809-A	6E-12	-	NR	-	"0.23471 unit increase"	[0.17-0.3]	TFAP2D,DEFB112	"BMI (standard GWA)"	"body mass index"	-	GCST90267268	6:50690562	37106081	"Schoeler T"
rs1415035-T	5E-8	-	NR	-	"0.092025 unit increase"	[0.059-0.125]	ADGRB3	"BMI (standard GWA)"	"body mass index"	-	GCST90267268	6:69020560	37106081	"Schoeler T"
rs112778541-G	4E-8	-	NR	-	"0.12384 unit increase"	[0.08-0.168]	FAM220A,SMIM10L3	"BMI (standard GWA)"	"body mass index"	-	GCST90267268	7:6339553	37106081	"Schoeler T"
rs800895-A	2E-8	-	NR	-	"0.088576 unit decrease"	[0.058-0.119]	TRPS1	"BMI (standard GWA)"	"body mass index"	-	GCST90267268	8:115424157	37106081	"Schoeler T"
rs9987243-C	4E-8	-	NR	-	"0.072448 unit increase"	[0.047-0.098]	SGCZ	"BMI (standard GWA)"	"body mass index"	-	GCST90267268	8:14205112	37106081	"Schoeler T"
rs349353-T	3E-9	-	NR	-	"0.094625 unit increase"	[0.063-0.126]	KCNB2	"BMI (standard GWA)"	"body mass index"	-	GCST90267268	8:72545104	37106081	"Schoeler T"
rs2920922-T	4E-8	-	NR	-	"0.070314 unit decrease"	[0.045-0.095]	HNF4G,RNU2-54P	"BMI (standard GWA)"	"body mass index"	-	GCST90267268	8:75795842	37106081	"Schoeler T"
