riskAllele	pValue	pValueAnnotation	riskFrequency	orValue	beta	ci	mappedGenes	traitName	efoTraits	bgTraits	accessionId	locations	pubmedId	author
rs7099048-G	9E-10	-	0.4964	-	"0.0282 unit decrease"	[0.019-0.037]	LRMDA	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST010555	10:75887349	32541925	"Vujkovic M"
rs703981-G	2E-40	-	0.5439	-	"0.0613 unit increase"	[0.052-0.07]	ZMIZ1	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST010555	10:79183098	32541925	"Vujkovic M"
rs10788575-G	4E-8	-	0.8512	-	"0.0352 unit decrease"	[0.023-0.048]	MED6P1,PTEN	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST010555	10:88008827	32541925	"Vujkovic M"
rs7071943-G	2E-19	-	0.6532	-	"0.0443 unit increase"	[0.035-0.054]	CPEB3	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST010555	10:92196795	32541925	"Vujkovic M"
rs1111875-C	5E-89	-	0.5924	-	"0.0923 unit increase"	[0.083-0.101]	Y_RNA,HHEX	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST010555	10:92703125	32541925	"Vujkovic M"
rs2862954-C	2E-10	-	0.4835	-	"0.0291 unit decrease"	[0.02-0.038]	ERLIN1	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST010555	10:100152307	32541925	"Vujkovic M"
rs7903146-C	3E-695	-	0.7079	-	"0.28 unit decrease"	[0.27-0.29]	TCF7L2	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST010555	10:112998590	32541925	"Vujkovic M"
rs4929965-G	2E-38	-	0.6152	-	"0.0619 unit decrease"	[0.052-0.071]	MIR4686,ASCL2	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST010555	11:2176056	32541925	"Vujkovic M"
rs2237895-C	3E-54	-	0.4231	-	"0.0725 unit increase"	[0.063-0.082]	KCNQ1	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST010555	11:2835964	32541925	"Vujkovic M"
rs117316450-G	2E-13	-	0.0188	-	"0.1308 unit increase"	[0.096-0.166]	COPB1	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST010555	11:14496873	32541925	"Vujkovic M"
rs5219-C	3E-48	-	0.6272	-	"0.0685 unit decrease"	[0.059-0.078]	KCNJ11	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST010555	11:17388025	32541925	"Vujkovic M"
rs62618693-C	7E-14	-	0.9566	-	"0.0853 unit increase"	[0.063-0.108]	QSER1	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST010555	11:32934946	32541925	"Vujkovic M"
chr11:43876698-C	9E-17	-	0.6951	-	"0.0407 unit decrease"	[0.031-0.05]	-	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST010555	-	32541925	"Vujkovic M"
rs11038672-G	1E-10	-	0.5238	-	"0.0294 unit decrease"	[0.02-0.038]	SLC35C1,CRY2	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST010555	11:45824947	32541925	"Vujkovic M"
rs1783541-C	4E-17	-	0.7972	-	"0.0484 unit decrease"	[0.037-0.06]	SCYL1	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST010555	11:65527328	32541925	"Vujkovic M"
rs144245804-G	1E-17	-	0.9731	-	"0.1304 unit increase"	[0.1-0.16]	LINC01488,CCND1	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST010555	11:69638276	32541925	"Vujkovic M"
rs11602873-T	9E-52	-	0.1563	-	"0.0976 unit decrease"	[0.085-0.11]	ARAP1	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST010555	11:72749717	32541925	"Vujkovic M"
rs10830963-G	5E-68	-	0.2781	-	"0.0885 unit increase"	[0.079-0.098]	MTNR1B	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST010555	11:92975544	32541925	"Vujkovic M"
rs10750397-G	1E-20	-	0.7102	-	"0.048 unit decrease"	[0.038-0.058]	LINC02098,ETS1	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST010555	11:128364249	32541925	"Vujkovic M"
rs117233107-G	4E-55	-	0.9833	-	"0.3251 unit increase"	[0.28-0.37]	HSPA8P5,CCND2-AS1	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST010555	12:4219355	32541925	"Vujkovic M"
rs11048458-C	5E-18	-	0.7503	-	"0.0458 unit decrease"	[0.035-0.056]	ITPR2-AS1	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST010555	12:26312652	32541925	"Vujkovic M"
rs10771372-C	2E-35	-	0.8049	-	"0.0721 unit increase"	[0.061-0.083]	PTHLH,RN7SKP15	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST010555	12:27809327	32541925	"Vujkovic M"
rs10771813-C	3E-8	-	0.5442	-	"0.0259 unit increase"	[0.017-0.035]	DDX11,RPL13AP22	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST010555	12:31214922	32541925	"Vujkovic M"
rs2583921-C	9E-33	-	0.0922	-	"0.0954 unit increase"	[0.08-0.111]	RPSAP52	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST010555	12:65776701	32541925	"Vujkovic M"
rs75332279-C	5E-12	-	0.0964	-	"0.0559 unit increase"	[0.04-0.072]	LINC02490	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST010555	15:52807109	32541925	"Vujkovic M"
rs2435907-G	1E-9	-	0.4112	-	"0.0285 unit decrease"	[0.019-0.038]	TCF12	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST010555	15:57041218	32541925	"Vujkovic M"
rs7163757-C	2E-18	-	0.5741	-	"0.0405 unit increase"	[0.031-0.05]	C2CD4B,NPM1P47	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST010555	15:62099409	32541925	"Vujkovic M"
rs34143602-G	1E-13	-	0.4221	-	"0.0347 unit increase"	[0.025-0.044]	HERC1	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST010555	15:63647859	32541925	"Vujkovic M"
rs4776970-T	6E-10	-	0.3618	-	"0.0294 unit decrease"	[0.02-0.039]	MAP2K5	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST010555	15:67788548	32541925	"Vujkovic M"
rs6495182-C	3E-14	-	0.7484	-	"0.0406 unit increase"	[0.03-0.051]	PTPN9	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST010555	15:75522047	32541925	"Vujkovic M"
rs12910361-G	3E-44	-	0.6982	-	"0.0716 unit increase"	[0.062-0.082]	HMG20A,LINGO1	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST010555	15:77489993	32541925	"Vujkovic M"
rs8031576-C	2E-29	-	0.289	-	"0.057 unit increase"	[0.047-0.067]	ARPIN-AP3S2,AP3S2	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST010555	15:89836982	32541925	"Vujkovic M"
rs2290203-G	2E-22	-	0.7977	-	"0.0557 unit decrease"	[0.045-0.067]	PRC1,PRC1-AS1	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST010555	15:90968837	32541925	"Vujkovic M"
rs55857387-C	7E-19	-	0.1947	-	"0.0524 unit decrease"	[0.041-0.064]	FAM234A	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST010555	16:250389	32541925	"Vujkovic M"
rs12933120-C	3E-10	-	0.8614	-	"0.0424 unit decrease"	[0.029-0.056]	SLX4	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST010555	16:3584745	32541925	"Vujkovic M"
rs62034975-G	7E-10	-	0.6999	-	"0.031 unit decrease"	[0.021-0.041]	PDILT	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST010555	16:20381093	32541925	"Vujkovic M"
rs7188071-C	1E-9	-	0.6365	-	"0.0292 unit decrease"	[0.02-0.039]	RABEP2	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST010555	16:28906323	32541925	"Vujkovic M"
rs8054556-G	4E-15	-	0.5383	-	"0.0364 unit decrease"	[0.027-0.045]	TMEM219	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST010555	16:29946895	32541925	"Vujkovic M"
rs1421085-C	6E-144	-	0.4142	-	"0.1177 unit increase"	[0.11-0.13]	FTO	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST010555	16:53767042	32541925	"Vujkovic M"
rs2032912-G	2E-19	-	0.5843	-	"0.0421 unit increase"	[0.033-0.051]	CYB5B,NFAT5	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST010555	16:69534400	32541925	"Vujkovic M"
rs72802342-C	6E-38	-	0.9206	-	"0.1154 unit increase"	[0.098-0.133]	ZFP1,CTRB2	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST010555	16:75200974	32541925	"Vujkovic M"
rs2925979-C	2E-19	-	0.6916	-	"0.0448 unit decrease"	[0.035-0.055]	CMIP	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST010555	16:81501185	32541925	"Vujkovic M"
rs12920022-T	2E-9	-	0.8397	-	"0.0391 unit decrease"	[0.026-0.052]	SPG7	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST010555	16:89497647	32541925	"Vujkovic M"
rs8071043-C	5E-28	-	0.3284	-	"0.0541 unit increase"	[0.044-0.064]	ZZEF1	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST010555	17:4085157	32541925	"Vujkovic M"
rs858519-C	2E-8	-	0.5556	-	"0.0262 unit decrease"	[0.017-0.035]	SHBG	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST010555	17:7628647	32541925	"Vujkovic M"
rs7219033-G	5E-9	-	0.6861	-	"0.0288 unit decrease"	[0.019-0.038]	GLP2R	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST010555	17:9884641	32541925	"Vujkovic M"
rs2297508-G	2E-12	-	0.632	-	"0.0334 unit decrease"	[0.024-0.043]	SREBF1	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST010555	17:17812003	32541925	"Vujkovic M"
rs12602834-G	7E-10	-	0.3912	-	"0.0289 unit increase"	[0.02-0.038]	NF1,EVI2B	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST010555	17:31310290	32541925	"Vujkovic M"
rs11657964-G	1E-36	-	0.5957	-	"0.0589 unit decrease"	[0.05-0.068]	HNF1B	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST010555	17:37740776	32541925	"Vujkovic M"
rs1705263-C	1E-17	-	0.5688	-	"0.0398 unit increase"	[0.031-0.049]	TSPAN8	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST010555	12:71129263	32541925	"Vujkovic M"
rs11108094-C	1E-10	-	0.9318	-	"0.0601 unit decrease"	[0.042-0.078]	USP44	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST010555	12:95534337	32541925	"Vujkovic M"
rs113036477-C	4E-13	-	0.9381	-	"0.0715 unit increase"	[0.052-0.091]	RMST	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST010555	12:97454449	32541925	"Vujkovic M"
rs3764002-C	3E-14	-	0.7412	-	"0.0396 unit increase"	[0.029-0.05]	WSCD2	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST010555	12:108224853	32541925	"Vujkovic M"
rs34965774-G	1E-14	-	0.8623	-	"0.0521 unit decrease"	[0.039-0.065]	KSR2,RFC5	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST010555	12:117974568	32541925	"Vujkovic M"
rs56348580-G	2E-30	-	0.6958	-	"0.0575 unit increase"	[0.048-0.067]	HNF1A	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST010555	12:120994314	32541925	"Vujkovic M"
rs12820906-G	2E-15	-	0.2436	-	"0.0433 unit decrease"	[0.033-0.054]	PITPNM2	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST010555	12:123008576	32541925	"Vujkovic M"
rs12823740-C	1E-17	-	0.6614	-	"0.041 unit increase"	[0.032-0.05]	ZNF664,RFLNA	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST010555	12:123973455	32541925	"Vujkovic M"
rs11614914-C	5E-15	-	0.6746	-	"0.0389 unit decrease"	[0.029-0.049]	FBRSL1	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST010555	12:132493708	32541925	"Vujkovic M"
rs34584161-G	4E-22	-	0.2394	-	"0.0521 unit decrease"	[0.042-0.063]	RNF6	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST010555	13:26202862	32541925	"Vujkovic M"
rs3742305-G	2E-8	-	0.2708	-	"0.03 unit decrease"	[0.02-0.04]	HMGB1	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST010555	13:30462505	32541925	"Vujkovic M"
rs576674-G	1E-23	-	0.1848	-	"0.0612 unit increase"	[0.049-0.073]	TOMM22P3,KL	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST010555	13:32980164	32541925	"Vujkovic M"
rs9316500-G	1E-20	-	0.2924	-	"0.0473 unit decrease"	[0.037-0.057]	DLEU7,DLEU1	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST010555	13:50519978	32541925	"Vujkovic M"
rs9563574-C	2E-11	-	0.177	-	"0.0406 unit decrease"	[0.029-0.052]	RNA5SP30,LINC02338	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST010555	13:58082465	32541925	"Vujkovic M"
rs11616380-G	8E-54	-	0.7206	-	"0.0793 unit increase"	[0.069-0.089]	LINC01080	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST010555	13:80131180	32541925	"Vujkovic M"
rs1475655-T	2E-16	-	0.2527	-	"0.0436 unit decrease"	[0.033-0.054]	PPIAP23,MIR17HG	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST010555	13:91310826	32541925	"Vujkovic M"
rs9555581-C	4E-10	-	0.6102	-	"0.0296 unit increase"	[0.02-0.039]	LINC00370	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST010555	13:109291844	32541925	"Vujkovic M"
rs17522122-G	1E-13	-	0.5238	-	"0.0343 unit decrease"	[0.025-0.043]	AKAP6	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST010555	14:32833676	32541925	"Vujkovic M"
rs8018512-G	1E-12	-	0.7417	-	"0.0369 unit increase"	[0.027-0.047]	LINC00639,CLEC14A	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST010555	14:38349519	32541925	"Vujkovic M"
rs10145154-C	1E-22	-	0.7838	-	"0.0546 unit decrease"	[0.044-0.066]	NRXN3	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST010555	14:79473182	32541925	"Vujkovic M"
rs8010382-G	6E-12	-	0.4373	-	"0.0322 unit increase"	[0.023-0.041]	PPP4R3A	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST010555	14:91497378	32541925	"Vujkovic M"
rs12890750-G	3E-9	-	0.6392	-	"0.0284 unit increase"	[0.019-0.038]	MARK3	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST010555	14:103393972	32541925	"Vujkovic M"
rs12912777-C	2E-15	-	0.8791	-	"0.0594 unit decrease"	[0.045-0.074]	RASGRP1	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST010555	15:38560185	32541925	"Vujkovic M"
rs484943-C	8E-11	-	0.6824	-	"0.0332 unit decrease"	[0.023-0.043]	BMF	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST010555	15:40106553	32541925	"Vujkovic M"
rs2289739-G	2E-14	-	0.6499	-	"0.0498 unit decrease"	[0.037-0.063]	LTK	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST010555	15:41509314	32541925	"Vujkovic M"
rs684214-C	3E-16	-	0.7268	-	"0.0424 unit decrease"	[0.032-0.053]	HSD17B1P1,NAGLU	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST010555	17:42544897	32541925	"Vujkovic M"
rs9900074-G	3E-10	-	0.9245	-	"0.055 unit increase"	[0.038-0.072]	NFE2L1-DT	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST010555	17:48046964	32541925	"Vujkovic M"
rs35895680-C	1E-28	-	0.6858	-	"0.0559 unit increase"	[0.046-0.066]	IGF2BP1,GIP	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST010555	17:48982960	32541925	"Vujkovic M"
rs1451506-G	3E-8	-	0.8732	-	"0.0417 unit decrease"	[0.027-0.056]	YPEL2,SNRPGP17	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST010555	17:59329658	32541925	"Vujkovic M"
rs4325-C	7E-14	-	0.5388	-	"0.0346 unit increase"	[0.026-0.044]	ACE	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST010555	17:63485839	32541925	"Vujkovic M"
rs11655898-C	6E-10	-	0.0695	-	"0.0594 unit increase"	[0.041-0.078]	ERN1	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST010555	17:64124014	32541925	"Vujkovic M"
rs2080090-T	8E-19	-	0.8116	-	"0.0525 unit decrease"	[0.041-0.064]	BPTF	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST010555	17:67832255	32541925	"Vujkovic M"
rs7240767-C	5E-9	-	0.3792	-	"0.0368 unit increase"	[0.024-0.049]	LAMA1	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST010555	18:7070643	32541925	"Vujkovic M"
rs72926932-C	8E-20	-	0.0783	-	"0.0749 unit increase"	[0.059-0.091]	TCF4	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST010555	18:55383415	32541925	"Vujkovic M"
rs17684074-G	4E-9	-	0.7389	-	"0.0312 unit increase"	[0.021-0.042]	WDR7	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST010555	18:57008153	32541925	"Vujkovic M"
rs1517037-C	3E-10	-	0.8132	-	"0.0375 unit increase"	[0.026-0.049]	SEC11C,GRP	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST010555	18:59211042	32541925	"Vujkovic M"
rs663640-C	1E-19	-	0.7822	-	"0.0503 unit decrease"	[0.04-0.061]	MC4R,RNU4-17P	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST010555	18:60178844	32541925	"Vujkovic M"
rs12454712-C	8E-18	-	0.3831	-	"0.0412 unit decrease"	[0.032-0.051]	BCL2	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST010555	18:63178651	32541925	"Vujkovic M"
rs12977104-G	1E-12	-	0.8005	-	"0.0412 unit decrease"	[0.03-0.053]	UHRF1	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST010555	19:4949909	32541925	"Vujkovic M"
rs17175860-G	3E-14	-	0.1919	-	"0.0445 unit increase"	[0.033-0.056]	INSR	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST010555	19:7235135	32541925	"Vujkovic M"
rs2115107-G	8E-16	-	0.6076	-	"0.0382 unit decrease"	[0.029-0.047]	LRRC8E,MAP2K7	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST010555	19:7903283	32541925	"Vujkovic M"
rs11666603-C	2E-9	-	0.744	-	"0.0329 unit increase"	[0.022-0.044]	RPS29P23,ZNF799	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST010555	19:12386120	32541925	"Vujkovic M"
rs3111316-G	3E-21	-	0.4116	-	"0.0442 unit decrease"	[0.035-0.053]	FARSA	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST010555	19:12927601	32541925	"Vujkovic M"
rs58542926-C	5E-25	-	0.9245	-	"0.089 unit decrease"	[0.072-0.106]	TM6SF2	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST010555	19:19268740	32541925	"Vujkovic M"
rs10406327-G	9E-16	-	0.4754	-	"0.037 unit decrease"	[0.028-0.046]	PEPD	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST010555	19:33399932	32541925	"Vujkovic M"
rs429358-C	4E-28	-	0.1454	-	"0.073 unit decrease"	[0.06-0.086]	APOE	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST010555	19:44908684	32541925	"Vujkovic M"
rs10407429-G	5E-31	-	0.5785	-	"0.0539 unit increase"	[0.045-0.063]	RN7SL836P,GIPR	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST010555	19:45653979	32541925	"Vujkovic M"
rs11667244-G	2E-12	-	0.7024	-	"0.0354 unit increase"	[0.026-0.045]	ZC3H4	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST010555	19:47076928	32541925	"Vujkovic M"
rs2268078-G	2E-15	-	0.3447	-	"0.0387 unit decrease"	[0.029-0.048]	RALY	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST010555	20:34008898	32541925	"Vujkovic M"
rs12625671-C	7E-19	-	0.1135	-	"0.0653 unit increase"	[0.051-0.08]	HNF4A-AS1,HNF4A	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST010555	20:44366172	32541925	"Vujkovic M"
rs9927842-C	7E-10	-	0.7886	-	"0.0307 unit decrease"	[0.021-0.04]	PDXDC1	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST010557	16:15059860	32541925	"Vujkovic M"
rs7134150-G	3E-10	-	0.9011	-	"0.0443 unit decrease"	[0.031-0.058]	PDE3A	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST010557	12:20438398	32541925	"Vujkovic M"
rs62262091-C	2E-10	-	0.9134	-	"0.0538 unit decrease"	[0.037-0.07]	SMARCC1	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST010557	3:47652174	32541925	"Vujkovic M"
rs524903-G	2E-10	-	0.8164	-	"0.0428 unit increase"	[0.03-0.056]	HPSE2	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST010557	10:98662084	32541925	"Vujkovic M"
rs12041243-G	3E-10	-	0.2426	-	"0.0293 unit decrease"	[0.02-0.039]	MDM4	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST010557	1:204521342	32541925	"Vujkovic M"
rs12056338-G	2E-10	-	0.6086	-	"0.0251 unit decrease"	[0.017-0.033]	LINC03019	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST010557	8:12785546	32541925	"Vujkovic M"
rs3753693-C	1E-10	-	0.549	-	"0.0255 unit increase"	[0.018-0.033]	GMEB1,YTHDF2	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST010557	1:28734386	32541925	"Vujkovic M"
rs506597-G	2E-10	-	0.8812	-	"0.041 unit increase"	[0.028-0.054]	EPO,POP7	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST010557	7:100715797	32541925	"Vujkovic M"
rs35901985-G	3E-10	-	0.1853	-	"0.0332 unit decrease"	[0.023-0.044]	SORBS2	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST010557	4:185658908	32541925	"Vujkovic M"
rs1194592-G	5E-10	-	0.4687	-	"0.0242 unit decrease"	[0.017-0.032]	RPSAP17,ATP8B2	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST010557	1:154351908	32541925	"Vujkovic M"
rs11108094-C	1E-10	-	0.9339	-	"0.0571 unit decrease"	[0.04-0.074]	USP44	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST010557	12:95534337	32541925	"Vujkovic M"
rs72692804-G	3E-10	-	0.9274	-	"0.0532 unit increase"	[0.037-0.07]	SF3B4,SV2A	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST010557	1:149919476	32541925	"Vujkovic M"
rs62271373-T	1E-10	-	0.946	-	"0.0645 unit decrease"	[0.045-0.084]	LINC01214	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST010557	3:150348753	32541925	"Vujkovic M"
rs200995462-T	2E-10	-	0.4886	-	"0.0299 unit decrease"	[0.021-0.039]	HHIP	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST010557	4:144691401	32541925	"Vujkovic M"
rs71495046-C	2E-10	-	0.121	-	"0.0399 unit increase"	[0.028-0.052]	LINC00838,LINC02628	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST010557	10:33708299	32541925	"Vujkovic M"
rs11998023-G	9E-10	-	0.1765	-	"0.0324 unit increase"	[0.022-0.043]	EBF2	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST010557	8:26014205	32541925	"Vujkovic M"
rs9370243-G	1E-10	-	0.8339	-	"0.0394 unit decrease"	[0.027-0.051]	LRRC1,MLIP	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST010557	6:53925032	32541925	"Vujkovic M"
rs149447188-C	2E-10	-	0.9911	-	"0.1702 unit decrease"	[0.12-0.22]	ACVR1C	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST010557	2:157592569	32541925	"Vujkovic M"
rs2066827-G	2E-10	-	0.289	-	"0.0321 unit increase"	[0.022-0.042]	CDKN1B	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST010557	12:12718165	32541925	"Vujkovic M"
rs6972291-C	2E-9	-	0.3457	-	"0.0283 unit increase"	[0.019-0.038]	SUMO2P3,CICP11	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST010557	7:55734370	32541925	"Vujkovic M"
rs11114650-G	3E-9	-	0.7758	-	"0.0447 unit decrease"	[0.03-0.059]	LIN7A	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST010557	12:80915483	32541925	"Vujkovic M"
rs2408252-C	1E-9	-	0.5375	-	"0.0264 unit decrease"	[0.018-0.035]	ANO6	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST010557	12:45474840	32541925	"Vujkovic M"
rs10766076-T	1E-9	-	0.7137	-	"0.026 unit increase"	[0.018-0.034]	BMAL1	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST010557	11:13319163	32541925	"Vujkovic M"
rs5010712-G	3E-9	-	0.8124	-	"0.03 unit increase"	[0.02-0.04]	EML6	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST010557	2:54930777	32541925	"Vujkovic M"
rs11159347-C	1E-9	-	0.3435	-	"0.0248 unit decrease"	[0.017-0.033]	LINC02306,OR7K1P	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST010557	14:25478230	32541925	"Vujkovic M"
rs6978327-C	5E-9	-	0.4111	-	"0.0233 unit decrease"	[0.015-0.031]	AOAH	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST010557	7:36703281	32541925	"Vujkovic M"
rs2272163-C	4E-9	-	0.6367	-	"0.0235 unit increase"	[0.016-0.031]	ROBO2	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST010557	3:77622570	32541925	"Vujkovic M"
rs11173646-T	1E-9	-	0.7362	-	"0.0285 unit decrease"	[0.019-0.038]	DUX4L52,Y_RNA	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST010557	12:60857033	32541925	"Vujkovic M"
rs9991328-C	2E-9	-	0.4796	-	"0.0227 unit decrease"	[0.015-0.03]	FAM13A	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST010557	4:88791970	32541925	"Vujkovic M"
rs35753840-C	1E-9	-	0.34	-	"0.0254 unit increase"	[0.017-0.034]	SGCZ	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST010557	8:14291481	32541925	"Vujkovic M"
